ResponseId,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,Q4_26,Q4_27,Q4_28,Q4_29,Q4_30,Q4_31,Q4_32,Q4_33,Q4_34,Q4_35,Q4_36,Q4_37,Q4_38,Q4_39,Q4_40,Q4_41,Q4_42,Q4_43,Q4_44,Q4_45,Q4_46,Q4_47,Q4_48,Q4_49,Q4_50,Q4_51,Q4_52,Q4_53,Q4_54,Q4_55,Q4_56,Q4_57,Q4_58,Q4_59,Q4_60
R_1GHsHzdJBEG2ySh,4,5,2,2,4,4,3,5,1,4,4,4,5,5,2,5,1,3,5,4,5,5,3,1,1,4,2,2,1,4,4,3,3,5,2,3,4,4,5,5,2,4,5,2,2,2,2,2,1,4,2,4,1,5,2,2,2,4,4,3
R_tDleNGawMaHxofn,4,4,5,1,4,3,4,4,1,5,3,4,2,4,4,2,1,3,5,5,1,2,4,2,1,4,5,5,1,4,4,3,1,5,4,5,4,2,5,4,4,3,4,2,4,4,2,4,1,1,3,4,2,4,3,5,5,4,5,3
R_UFrsx5QvHkgBeUx,4,5,3,5,2,2,5,4,5,5,2,3,5,1,2,4,1,5,4,5,2,1,5,4,3,4,3,2,3,2,4,4,4,4,5,2,4,5,4,5,2,4,5,4,1,3,2,2,2,1,2,5,1,3,3,4,1,2,2,4
R_2VIM59LVCbGtEWi,4,4,4,3,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,3,3,4,3,2,4,5,4,3,4,3,3,4,4,5,3,4,4,3,3,4,3,4,4,4,2,4,2,4,3,5,4,4,4,5,5,4,4,4,4,3
R_XzBpY84JaMZ1iqB,4,5,4,2,3,4,5,4,5,4,2,5,4,4,4,2,4,4,4,1,4,4,5,1,5,4,4,4,3,5,4,4,2,5,3,1,3,4,5,5,2,4,5,3,2,5,4,4,2,5,3,5,2,4,2,4,3,4,4,4
R_1FJkalGjKgHchQZ,5,4,2,2,2,2,5,2,2,5,5,2,4,5,4,2,1,3,4,5,4,1,4,2,1,4,5,5,1,2,5,5,5,5,5,2,4,4,4,5,2,4,4,1,5,5,2,1,1,1,3,5,3,4,1,4,3,5,5,3
R_VI1Jnzd0WnEQpYl,1,2,1,4,3,2,4,2,4,4,5,4,5,3,3,5,4,5,5,4,2,3,2,4,2,4,3,3,5,1,4,4,5,5,4,4,2,4,5,4,1,4,4,4,4,2,2,1,1,4,3,4,2,5,2,2,1,2,2,2
R_1N9wIOOMCHu7h62,2,5,1,3,1,4,3,4,4,5,2,5,5,3,2,5,1,4,5,5,3,4,5,1,1,4,2,4,4,2,5,5,3,5,5,4,4,5,5,3,4,1,5,5,4,2,2,1,1,2,3,4,2,5,1,4,4,1,2,3
R_3h0Cdlk8ee7Qysl,2,4,2,4,2,3,4,2,3,4,2,2,4,2,4,2,1,4,2,4,3,1,4,3,1,2,4,1,4,4,2,4,4,3,4,1,2,4,2,5,4,4,4,4,2,4,2,2,2,1,2,4,4,2,2,4,3,2,2,4
R_1N3Tny1ShjAEh5E,4,4,4,2,5,5,4,4,4,5,2,4,3,4,4,1,1,4,4,2,4,4,4,4,2,1,5,3,5,3,4,3,2,2,3,3,4,4,2,5,5,3,5,4,3,4,4,4,3,4,1,5,3,3,3,2,5,4,4,4
R_W3xSjYelp6oA2pb,4,3,2,4,3,4,4,5,2,4,4,4,4,4,2,2,2,4,4,2,4,4,4,2,4,4,2,4,2,4,3,4,2,4,3,2,4,3,5,4,4,5,4,2,2,4,4,4,2,5,2,4,4,5,3,4,3,4,5,2
R_1jkbnqYQL7ef9d8,4,4,4,1,2,4,4,2,2,5,2,4,4,5,2,4,1,3,5,5,4,2,5,2,1,1,3,4,1,2,4,3,4,5,5,1,4,2,4,5,4,4,5,2,1,5,4,4,1,1,2,5,4,4,1,1,2,4,4,4
R_1dBofUR5TgRNYpx,5,1,4,5,2,4,5,4,4,5,1,4,4,2,4,3,5,4,3,5,5,2,4,5,1,1,2,3,5,1,2,5,2,2,3,1,2,5,1,4,5,5,5,5,2,4,5,4,4,2,1,4,4,1,3,5,1,4,1,4
R_3oMUG4Lma0KKzs4,5,5,1,1,5,3,5,3,3,4,1,3,5,5,1,1,2,4,4,4,3,2,4,4,1,5,4,1,2,4,2,4,3,4,4,2,3,2,2,4,4,3,4,2,1,5,2,2,2,4,4,5,2,2,4,4,4,1,5,2
R_2fEdJGEAqafGGg9,5,4,5,3,5,3,5,4,2,5,1,3,5,5,3,3,1,2,4,4,3,3,5,5,4,2,3,5,4,2,4,3,2,4,4,3,3,2,3,5,4,3,4,4,2,4,4,3,2,2,4,5,2,2,3,4,4,3,4,4
R_1Ov4QcD9v3hGidO,4,2,3,4,2,4,3,4,4,4,1,2,3,4,4,3,1,3,3,3,3,2,4,5,2,1,3,4,3,1,4,3,4,2,5,2,4,4,2,2,4,3,3,4,1,4,3,2,4,5,2,3,2,1,2,4,4,4,2,4
R_12bZLZoMN0JLlGf,5,4,2,2,2,4,5,3,3,5,2,2,4,3,4,2,1,3,2,5,4,2,4,2,1,3,4,2,2,2,2,4,3,4,4,3,2,3,4,4,4,2,4,2,2,4,2,2,2,1,3,5,3,3,4,4,4,4,4,4
R_2WIMN6Zgzu6VcL5,4,4,2,2,3,4,5,2,4,5,1,4,5,4,4,4,4,4,4,4,2,1,2,4,1,4,3,4,2,2,4,4,4,4,4,3,1,5,4,4,4,5,5,3,2,3,2,2,1,4,2,5,2,4,2,4,5,4,4,4
R_RaASyC1PpIH8A9j,2,5,2,1,2,2,5,5,1,5,2,2,1,5,2,5,1,5,5,4,2,1,5,2,1,3,5,2,1,2,5,4,2,5,4,2,2,1,5,5,4,5,1,1,1,2,1,2,1,3,3,5,2,5,5,3,4,1,5,4
R_3gYrXnPzom3l6K6,2,4,1,2,2,2,5,2,4,5,2,2,5,2,4,4,2,2,5,4,1,1,2,2,2,3,2,2,4,4,4,5,4,5,4,4,1,4,1,5,4,4,5,4,4,4,1,1,1,1,3,5,4,4,2,4,3,2,2,2
R_9NtAQ58IiKzSrsd,4,5,1,5,4,1,5,3,5,4,2,4,5,1,5,4,1,4,1,4,2,1,3,4,1,2,5,1,5,2,4,5,4,5,4,3,2,5,2,5,4,3,5,5,2,5,1,2,2,3,3,5,4,3,2,3,2,1,4,4
R_Z1wAEXivqGcwJON,4,5,3,2,4,4,5,1,2,5,1,2,5,4,4,2,1,4,3,2,3,2,4,1,2,4,4,4,2,4,4,1,4,5,5,4,3,3,4,4,5,2,5,2,1,4,1,1,1,4,3,5,5,4,3,4,3,4,5,3
R_3CKmwmJwELaS6zp,4,4,2,2,3,1,5,4,2,5,3,2,4,5,5,3,3,4,5,3,2,4,3,1,1,4,5,4,1,3,3,2,4,5,4,3,1,4,5,5,5,5,4,2,2,4,4,2,1,2,3,5,3,4,3,3,4,3,5,2
R_Y9ovkauUIwbDcwp,5,4,4,2,1,5,4,4,4,5,1,4,4,4,4,1,2,4,4,4,3,3,2,4,2,3,4,4,2,1,2,3,4,4,4,2,3,4,3,4,4,3,4,3,1,4,3,1,2,1,1,4,5,4,2,4,2,4,4,5
R_3ksJyKzyUlWY8Ed,5,4,4,2,4,4,5,1,2,5,1,4,5,4,4,2,2,2,4,1,1,3,1,5,3,1,5,4,1,4,3,5,2,5,2,4,1,5,5,1,5,1,5,1,4,4,4,1,1,4,4,5,5,4,4,5,5,1,5,1
R_3G9UWx7gbnoXZg5,5,3,1,5,2,5,5,2,4,3,2,4,4,4,4,1,1,4,3,1,5,4,2,2,4,1,3,5,3,3,1,4,5,1,4,2,4,4,1,2,5,5,5,5,1,5,4,1,4,5,1,5,4,3,3,4,2,5,2,3
R_2P10dFIJee0tnBX,2,3,2,1,3,2,5,2,2,4,2,2,3,4,3,5,2,4,4,2,1,2,3,1,2,3,3,2,1,3,5,3,4,5,2,4,3,4,4,4,2,4,3,2,2,1,1,1,1,4,4,4,4,4,3,3,3,1,3,2
R_3GBScyFxBMJYi7h,1,4,2,1,3,2,5,3,2,3,2,3,4,4,4,4,2,5,4,4,2,1,4,3,1,1,3,3,2,3,5,3,4,5,3,3,4,4,3,4,2,4,4,5,3,1,5,2,1,5,5,5,4,4,2,3,2,4,2,3
R_1mCXs5LnWOppDaj,1,4,1,1,4,2,5,2,3,4,1,2,5,5,4,4,1,4,4,1,2,1,2,3,2,2,4,2,1,4,5,4,5,5,3,3,4,5,1,4,4,2,4,4,2,4,2,1,5,5,3,3,5,1,3,3,2,3,5,4
R_2rVHTeLipd67GFr,5,5,5,5,2,1,5,4,5,5,2,1,4,4,4,2,1,2,4,5,4,1,5,4,1,3,5,2,2,2,4,2,3,5,5,1,4,2,4,4,5,4,5,4,2,5,2,4,2,1,2,5,2,3,2,5,4,4,5,3
R_yEcIrypl4TkUUz7,4,5,3,2,3,4,5,5,4,4,2,4,5,4,3,4,1,4,4,3,4,3,4,2,2,4,4,4,2,2,4,5,2,5,3,4,4,2,4,2,4,5,5,3,2,5,1,3,1,4,2,4,4,3,2,5,2,3,4,3
R_1JRwu3TPDzxnnFF,2,4,4,2,5,5,5,1,4,5,4,3,3,3,5,5,4,5,5,2,5,1,4,5,1,1,4,4,4,2,5,4,4,3,4,2,2,5,4,5,1,4,4,5,2,1,2,2,2,3,1,4,4,5,1,2,2,4,1,4
R_3qD9DnwxalO7e7e,2,4,2,2,2,2,5,4,4,4,2,3,4,3,2,5,1,5,4,4,2,3,4,2,4,4,4,2,2,2,5,4,4,5,4,5,3,4,4,4,3,1,4,3,2,2,3,1,1,3,4,5,3,3,2,2,4,2,3,2
R_U9dnQG48ikkd5PX,5,4,3,5,1,4,5,2,5,4,2,3,5,2,4,2,3,5,3,1,4,2,2,4,1,1,2,3,1,2,4,4,2,2,2,3,2,5,1,5,4,3,5,5,1,4,1,1,3,3,1,5,4,1,1,4,3,2,1,5
R_2xUUER6PSRPorrL,3,5,2,1,4,2,5,2,1,5,3,4,5,5,4,5,1,5,5,5,2,2,4,1,1,1,4,4,1,2,5,4,4,5,4,2,4,4,4,5,1,4,5,2,2,4,4,2,1,1,2,5,4,5,2,2,2,4,4,2
R_rdvU00SwlwPz78t,3,4,2,4,2,2,5,4,4,4,2,3,5,4,4,5,5,4,2,4,1,1,4,1,2,4,4,1,1,2,5,4,4,2,4,4,1,4,2,3,2,1,5,4,1,3,1,1,2,1,3,5,2,3,4,3,3,1,2,3
R_1jBSVvT1xAARspj,4,4,3,5,4,2,5,4,3,4,2,3,4,2,2,4,2,2,2,4,2,2,4,2,4,2,4,3,4,2,5,4,3,2,3,2,3,3,3,2,2,3,5,4,4,3,2,2,3,3,4,5,2,4,4,3,3,2,1,3
R_24dTNtyiYMouJvv,4,4,4,1,1,4,4,4,1,3,2,3,3,4,3,3,2,4,4,4,3,3,4,2,3,4,4,4,2,2,4,3,3,4,4,3,3,4,4,3,2,3,3,1,3,4,4,3,2,3,4,4,4,4,3,2,3,3,5,2
R_1E5ucb1yvnwrIVc,5,5,2,2,3,3,5,2,4,4,1,2,4,4,5,2,5,4,4,3,2,1,3,2,2,2,5,1,2,1,2,5,3,5,3,3,1,4,3,5,5,3,4,3,2,5,1,2,1,5,4,5,5,3,1,4,4,2,4,5
R_2t4j0DveAfEdWp1,2,3,4,3,2,4,3,4,2,4,2,4,2,3,4,4,3,2,2,3,4,3,4,3,1,2,2,4,2,4,4,2,1,4,4,2,2,4,3,4,2,2,2,2,2,3,3,3,2,4,3,3,4,3,2,3,3,4,4,3
R_2SJr4RLhHTNhxJD,4,4,2,2,4,1,5,2,2,4,2,2,5,2,3,4,1,4,5,4,1,1,2,2,2,2,3,1,2,3,5,1,4,5,4,3,4,4,4,4,2,4,5,4,2,2,1,2,1,2,4,5,5,4,3,3,5,2,4,2
R_3I4NDUoW40hRcDJ,4,4,1,2,4,3,5,1,4,4,2,4,4,2,4,4,1,4,3,3,2,2,2,2,2,1,4,2,2,3,4,4,4,4,4,2,1,4,4,4,2,2,4,4,2,4,1,1,1,2,2,5,4,4,2,4,4,2,3,3
R_eb8WdiyCxJCLXNL,4,5,2,1,2,1,4,4,2,4,4,4,4,4,2,4,5,4,4,2,2,1,5,2,3,3,4,2,2,2,4,3,4,5,2,2,4,2,4,4,1,4,4,2,2,4,1,2,1,5,5,5,2,4,4,3,4,2,4,2
R_1InJYOC11JXGq3O,2,4,2,2,4,1,5,4,2,4,3,2,5,3,3,4,1,4,2,2,2,2,4,2,4,4,4,1,2,5,5,5,4,5,3,3,2,4,4,4,2,5,5,4,4,4,1,2,1,4,5,4,4,4,3,2,2,1,4,2
R_12hbXNHYNPB4jek,3,4,2,4,3,3,4,2,4,4,1,2,4,2,4,4,1,4,1,4,3,1,2,4,2,4,4,1,4,3,4,4,4,2,4,2,2,4,2,4,3,2,4,4,2,2,2,2,4,2,4,4,5,2,2,4,4,1,2,4
R_40HfWB6nqBXrIYh,4,4,2,3,1,3,4,2,4,5,2,4,3,4,3,3,2,4,4,5,3,1,3,5,2,2,4,2,2,1,4,4,4,5,5,3,3,4,4,5,2,4,3,2,1,3,4,2,2,2,2,5,4,2,2,4,2,4,4,3
R_2ziN0wIQegLCvW4,1,4,4,3,1,2,5,3,3,5,4,2,3,2,4,5,1,2,4,5,3,1,5,3,1,3,5,2,2,1,4,5,4,3,4,3,1,2,3,5,2,2,4,4,1,2,1,1,2,2,3,5,2,4,1,2,3,4,2,4
R_NWpPZyypj2VRnC9,5,5,4,3,3,4,4,3,5,5,1,3,3,2,4,2,5,5,4,4,4,4,5,4,1,2,5,4,3,2,4,5,4,4,4,2,4,4,3,5,5,3,4,4,1,5,1,1,2,2,3,4,3,2,1,5,5,4,4,4
R_3DnKVnMy2VpITT6,5,5,2,2,2,4,5,2,4,4,1,2,5,2,4,4,1,4,4,3,4,1,2,3,1,3,5,1,2,2,4,5,4,5,2,4,1,4,4,5,4,4,5,4,1,5,1,1,1,1,2,5,5,4,1,5,5,1,4,4
R_3KoN9IhsNtyzpPZ,2,3,4,1,3,1,4,5,2,5,2,4,2,5,3,4,2,5,5,4,2,4,5,2,3,5,2,4,1,3,5,4,3,5,4,4,4,4,5,4,3,4,3,1,1,3,3,3,1,4,4,4,2,4,3,2,2,5,5,2
R_1GE1dGnl4207tYP,3,5,4,1,1,4,5,4,4,5,1,4,3,5,5,3,1,4,4,5,3,2,5,2,1,2,5,4,1,1,4,2,2,5,4,2,2,3,5,5,3,2,4,2,1,4,2,5,1,1,3,5,4,4,1,4,4,2,5,5
R_1Q3nze4TSbY6Tv4,2,5,2,4,1,2,4,2,4,5,1,2,4,4,4,4,1,5,4,4,2,3,5,2,1,4,4,2,4,1,5,4,5,4,4,4,4,4,4,5,2,2,2,4,1,2,2,1,1,2,4,4,4,4,1,5,4,4,4,4
R_3HwtynmwAazHJXt,5,5,1,5,1,2,5,4,5,5,2,4,5,2,4,2,2,5,4,5,4,2,4,3,4,3,4,3,4,2,4,4,4,2,5,4,2,4,2,4,4,4,4,4,2,4,2,1,3,3,2,5,2,1,2,4,5,4,2,4
R_2VD6MzLc1mRdpgo,4,4,5,1,2,4,5,1,1,5,2,4,2,5,4,4,1,3,5,5,2,3,2,1,2,3,5,4,2,1,5,5,4,5,4,2,4,2,5,5,5,4,4,1,2,5,2,1,1,2,2,5,2,4,2,5,2,4,5,4
R_OvRdr5KPnDWrgpb,4,4,5,3,1,4,5,3,4,4,2,2,4,2,4,3,1,5,4,5,4,2,2,3,1,2,2,1,3,1,3,4,5,4,5,2,2,4,3,4,2,4,4,4,1,4,2,1,2,3,1,4,4,3,1,4,2,2,3,3
R_3JsCoy8jWKRu4dU,3,5,3,2,2,1,5,5,3,4,3,4,3,3,2,2,1,3,2,2,1,1,4,2,4,4,5,3,2,4,3,4,3,5,3,3,2,2,4,3,3,4,5,2,3,3,2,2,1,3,5,5,1,4,4,3,5,2,4,2
R_eaMZTZPNw68fDJT,1,5,2,2,5,3,5,4,2,5,3,4,5,4,2,5,1,5,5,2,4,1,5,3,2,2,2,2,1,5,5,1,4,5,4,5,3,4,5,5,3,4,4,3,3,2,2,2,1,4,4,5,2,5,4,4,4,1,3,2
R_3hoIIgAdBjitBnu,2,2,3,4,1,3,4,3,3,5,4,2,5,2,5,4,3,3,2,4,3,2,3,3,1,1,3,3,5,2,4,3,3,3,4,3,1,5,3,5,2,4,5,5,1,2,4,2,4,4,2,4,4,4,4,3,3,3,1,5
R_ZxVTlu8IRGJvJAZ,2,5,2,1,2,2,5,2,2,5,1,2,4,4,4,5,1,4,5,5,1,1,2,2,2,2,4,2,3,1,5,5,2,5,5,5,1,4,3,5,3,4,5,2,1,5,2,3,1,1,4,5,4,4,1,4,4,2,4,3
R_6WL9tgz4Wxa5NIZ,4,4,2,4,3,4,5,4,3,3,2,3,4,4,3,3,2,5,4,1,4,1,5,4,5,3,4,3,5,3,4,4,5,4,2,3,2,4,2,3,4,5,4,4,2,5,2,2,2,4,2,5,3,2,3,4,2,2,2,2
R_3NvRgsetZB8gKO9,4,3,3,4,3,4,4,2,4,4,1,4,4,1,4,3,3,4,3,2,4,2,2,4,3,1,5,4,5,3,2,4,4,3,3,2,3,4,1,4,4,4,4,4,1,5,3,3,4,5,2,4,4,1,3,4,3,4,1,3
R_3FbJwwAw0PM2bnP,5,5,4,2,4,4,5,4,5,5,1,2,4,4,2,2,1,2,5,4,4,2,2,2,2,4,4,4,2,5,2,5,2,5,2,4,2,4,2,5,4,2,4,4,4,5,1,4,1,2,2,5,5,4,2,5,4,5,2,2
R_uy4xxEk1JBMW9kR,3,4,3,3,4,3,4,2,4,4,1,4,4,4,3,5,5,4,4,4,4,2,4,4,2,1,4,3,3,3,5,3,4,4,4,3,2,4,3,4,3,4,4,4,2,4,2,1,2,3,3,5,4,4,3,4,2,2,3,2
R_SIf3IRSDPjDbv8t,4,5,2,3,1,3,5,1,4,5,2,3,4,4,4,4,1,4,5,5,4,1,3,4,2,1,4,2,3,1,4,3,4,4,4,2,2,4,2,5,3,4,4,4,1,4,3,1,1,1,3,4,4,3,1,4,5,2,4,4
R_3MfHpjUaLZESS5o,5,5,2,2,1,1,4,1,2,5,2,3,4,2,2,1,1,5,4,5,2,1,1,2,5,1,2,5,1,2,2,3,2,4,4,2,1,4,3,2,4,4,5,2,2,5,2,2,2,1,4,4,4,2,2,4,3,4,4,2
R_29oFEQfvTSrMKtI,5,4,1,5,2,5,4,1,5,5,2,4,4,2,5,2,1,4,4,5,5,1,3,5,2,1,5,4,5,2,4,4,5,3,5,2,2,5,2,5,5,2,5,4,2,4,3,2,5,1,1,5,5,1,2,5,5,4,2,5
R_2RUNp8nfQFcSfYA,5,4,2,2,2,4,5,3,2,4,4,4,4,3,4,2,2,4,2,5,4,2,4,4,1,1,5,2,3,4,3,3,2,5,4,2,4,4,3,5,2,4,5,4,3,4,4,2,4,5,2,5,5,4,2,1,2,2,3,4
R_3C0e4RD4a8YWp6V,3,5,1,2,1,5,5,3,4,5,4,4,5,3,4,5,1,5,4,5,1,1,2,4,4,1,5,4,3,1,4,5,5,5,4,2,1,5,4,5,3,4,5,3,1,3,1,1,1,1,3,5,4,4,3,4,3,2,3,4
R_RK6jmGuIajfdJ8R,4,4,1,4,2,3,5,3,5,4,1,2,5,1,3,3,5,5,3,5,4,1,2,4,3,2,4,2,5,3,2,5,4,1,5,2,1,5,4,4,4,2,5,5,4,3,1,1,3,1,5,5,5,4,3,4,4,1,2,3
R_e3CLMW6o2vqnp6x,2,5,5,1,5,4,5,4,2,5,2,4,2,3,5,5,5,1,3,5,4,1,5,1,1,2,5,4,3,1,5,4,1,5,5,2,3,3,5,5,1,1,4,2,3,3,1,2,1,1,2,5,3,4,1,3,3,4,5,5
R_3gO5gK6T4eTRB6z,2,3,2,2,4,1,4,3,2,5,5,4,5,4,3,5,1,5,5,5,1,2,4,2,1,4,3,3,2,4,5,3,4,4,5,2,4,3,5,5,2,4,4,5,5,2,3,1,2,1,5,4,2,5,2,2,2,3,2,2
R_2YxozFJbODLZgeg,3,5,2,4,1,4,5,3,5,5,1,2,5,3,5,5,1,4,3,5,2,3,4,4,1,4,5,2,4,1,5,5,5,4,5,3,1,4,4,5,2,4,5,4,1,2,1,4,2,1,1,5,5,4,2,4,4,2,2,4
R_20tjt0NbrmStyFj,2,5,2,2,3,1,5,3,2,4,2,5,4,3,4,5,5,3,3,5,2,1,4,2,2,3,5,1,1,2,5,5,3,5,4,3,1,4,5,5,2,4,5,3,4,3,1,2,1,1,4,5,4,5,2,2,5,1,5,3
R_1HkH8Q5UKFIRTrn,5,5,1,1,4,3,5,2,4,5,2,2,4,4,4,1,1,4,4,2,4,2,4,3,2,1,5,4,1,2,4,4,5,4,4,2,2,4,3,4,5,2,4,2,1,5,1,1,1,5,2,5,4,2,3,4,4,4,4,4
R_7VP9dIUkHQVxaLL,4,4,5,4,2,5,5,5,4,5,1,4,5,4,4,2,2,4,4,3,5,2,4,4,2,2,1,2,2,2,2,4,5,5,4,2,1,5,2,5,4,4,5,2,2,5,4,1,2,2,2,5,5,2,3,5,2,2,2,4
R_bxctGdZufFB5BFT,4,5,3,3,2,5,4,5,2,5,4,5,4,5,2,4,2,5,4,5,3,3,4,3,1,4,5,4,3,1,5,5,4,5,5,4,4,5,5,5,4,5,4,4,1,4,1,1,1,1,4,5,2,4,1,2,5,4,1,5
R_veNBxebHSbZ2FXP,4,4,2,3,4,3,4,3,4,4,1,3,5,3,2,2,4,5,4,4,4,1,2,4,3,3,4,2,3,1,2,4,5,2,3,2,2,4,4,4,4,2,5,3,3,5,3,1,3,4,2,4,4,3,4,5,4,2,4,4
R_1jffBa4gSDK3cpC,4,5,3,4,4,2,5,4,5,4,1,1,4,1,3,1,1,4,4,4,3,1,5,5,2,4,5,4,4,2,4,4,2,2,4,3,2,3,3,4,3,1,3,4,1,4,1,4,2,3,4,5,3,1,3,4,4,4,3,3
R_3fNuF5sFjVKbpbC,4,5,4,2,1,3,5,4,2,5,2,3,5,4,4,4,1,2,4,5,3,1,5,2,1,4,4,4,4,1,4,1,4,4,5,1,2,3,4,5,4,4,5,4,1,4,1,2,2,4,4,5,4,5,1,4,4,5,3,4
R_12b7k8AVbduMaZV,5,5,2,2,2,3,5,5,3,4,1,2,4,1,4,2,1,4,4,4,2,2,4,4,2,4,4,4,4,2,3,4,4,5,4,3,3,3,1,5,5,3,4,5,2,5,1,2,2,3,4,4,3,1,2,4,4,3,3,4
R_2agbuJvdpI4x3M3,2,4,4,2,4,1,4,4,4,2,2,2,4,4,2,5,1,4,4,4,1,2,4,2,1,4,4,4,2,4,5,4,4,4,4,3,4,3,4,4,2,4,4,4,1,1,2,2,1,1,4,4,4,4,1,3,3,4,4,2
R_1zRAZsJJo9iQ6iJ,4,5,2,2,5,4,5,4,4,4,1,4,4,4,3,2,1,4,4,4,4,2,5,4,2,2,5,2,4,5,4,5,4,3,2,2,1,4,1,2,2,4,4,2,4,4,2,1,2,5,4,5,2,1,3,5,4,4,1,2
R_pM2VWzEOtwaXXeF,2,5,5,3,2,3,5,4,3,4,1,3,3,4,3,4,1,4,4,5,2,2,5,3,2,4,4,2,2,2,4,4,2,4,5,2,2,4,4,4,3,4,4,2,1,3,1,3,2,1,4,5,3,4,2,3,4,2,4,4
R_1mn1mEqc4MuUAg2,4,5,4,1,1,2,5,4,4,4,2,4,2,5,4,2,1,2,4,5,4,1,5,4,1,4,5,5,2,1,4,4,2,5,5,4,1,2,4,5,4,4,2,2,1,5,1,4,1,2,4,5,2,4,1,4,4,4,4,5
R_24H52MGl07ac7lK,2,2,3,2,2,3,3,5,2,5,2,3,3,4,4,3,3,3,4,5,3,4,5,3,1,5,3,3,4,2,4,3,2,5,3,3,3,3,2,5,3,3,3,4,2,4,3,3,2,2,3,3,4,2,1,3,4,2,2,4
R_WCE7NHf7XzUFmp3,4,5,2,5,2,4,5,4,4,5,4,2,5,1,4,3,1,5,2,4,4,2,5,4,2,4,5,2,5,2,4,5,3,2,5,2,2,4,2,5,2,1,5,5,1,4,2,4,5,1,2,5,4,1,1,3,4,3,1,4
R_2ByMWtVwF2Ku2cC,2,4,2,4,1,2,5,2,2,4,1,4,5,4,3,4,1,4,4,5,2,1,2,4,1,5,2,3,2,1,4,1,4,3,5,3,1,4,4,5,3,5,4,2,1,2,4,1,2,1,4,5,4,3,1,5,2,4,4,4
R_1IXjfMgn0KIpmr0,4,5,2,2,5,4,5,1,2,4,1,3,5,4,3,2,2,4,4,2,4,1,5,5,2,1,5,2,2,2,3,5,3,4,3,1,1,2,3,4,4,3,5,4,1,5,1,1,2,3,2,5,5,4,2,4,4,4,2,4
R_2xCTQPRRxUVkFtn,3,2,4,2,3,2,5,4,3,4,4,3,3,4,3,4,3,4,4,4,2,2,5,3,1,4,4,3,3,3,4,4,2,5,4,3,2,3,4,5,2,3,5,3,1,3,2,4,2,2,3,4,3,4,1,1,2,2,2,3
R_sNlhJYTeEADB5zH,5,5,5,2,2,4,4,5,1,5,2,4,4,3,4,1,1,3,4,5,4,4,5,2,1,4,3,2,2,1,2,4,2,5,5,2,4,4,4,4,2,5,3,2,2,5,2,4,1,1,2,4,3,5,1,3,4,4,4,4
R_2Vw460AEiZ7hcfp,4,4,5,1,2,4,4,4,2,4,5,4,4,5,4,2,4,2,4,4,4,2,5,2,2,3,1,4,2,2,2,4,2,5,4,1,4,2,5,5,4,5,4,4,1,4,2,2,1,2,2,4,4,5,3,3,1,4,5,3
R_2bOHAxcwQZRAtVr,2,5,2,5,1,5,4,1,4,5,2,5,5,5,5,5,5,4,4,5,4,4,5,5,1,3,5,1,4,1,5,5,4,5,5,4,4,5,4,5,5,5,4,5,1,4,4,1,2,1,4,5,5,4,2,5,2,4,5,5
R_u337sbtt1ZCeGnT,4,5,5,1,3,1,5,2,1,5,3,1,4,4,3,2,5,5,5,5,4,1,5,1,5,2,5,4,1,3,5,5,1,5,5,2,5,3,5,5,5,4,5,1,5,4,5,3,1,5,1,5,5,5,5,4,4,5,5,1
R_1C9p2S92gpwznFS,2,2,1,4,4,5,5,2,2,5,4,3,5,2,3,4,3,4,4,3,4,3,4,4,2,2,1,1,5,5,4,4,5,3,3,2,1,5,2,4,2,5,5,5,5,2,3,1,3,2,3,5,5,2,2,2,1,3,2,2
R_3hrn164msLucO9B,3,5,1,4,4,3,5,3,4,5,3,4,3,4,4,4,3,4,4,5,3,2,4,5,3,1,5,1,3,4,4,4,5,3,5,3,1,5,1,4,4,3,5,5,3,4,1,1,3,3,3,5,4,2,4,4,5,3,4,4
R_RPMgM5PCsS0Uyad,4,5,4,2,5,4,5,2,4,5,1,4,4,4,3,4,5,2,4,5,4,2,5,5,1,4,4,2,2,4,4,5,1,4,5,4,1,4,2,5,4,2,5,2,2,4,1,4,2,1,2,5,5,1,1,4,4,2,4,4
R_2VI9iFV9BBz42ES,3,3,5,2,3,2,4,4,1,4,1,4,4,4,2,4,4,2,2,3,1,2,5,1,3,2,4,2,3,3,5,4,2,5,3,4,4,3,4,3,2,5,4,4,2,2,4,1,2,4,4,4,2,4,3,1,2,3,3,2
R_pxEL7PnB8sCulUJ,3,4,4,1,2,2,4,4,2,5,1,3,2,5,2,3,5,4,3,3,1,3,3,1,2,2,3,4,1,4,5,3,3,5,3,4,3,2,5,4,2,5,2,1,2,4,2,4,1,3,5,4,4,4,2,3,4,4,5,1
R_1dboT2PHju2Ly8b,5,4,2,4,2,4,5,4,3,5,1,3,4,1,3,2,1,5,3,5,4,2,5,3,1,4,2,2,3,3,4,4,2,2,5,2,3,3,2,4,3,2,4,3,3,4,1,2,2,2,3,5,3,1,1,5,3,2,2,3
