"","ResponseId","age","gender","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q4_15","Q4_16","Q4_17","Q4_18","Q4_19","Q4_20","Q4_21","Q4_22","Q4_23","Q4_24","Q4_25","Q4_26","Q4_27","Q4_28","Q4_29","Q4_30","Q4_31","Q4_32","Q4_33","Q4_34","Q4_35","Q4_36","Q4_37","Q4_38","Q4_39","Q4_40","Q4_41","Q4_42","Q4_43","Q4_44","Q4_45","Q4_46","Q4_47","Q4_48","Q4_49","Q4_50","Q4_51","Q4_52","Q4_53","Q4_54","Q4_55","Q4_56","Q4_57","Q4_58","Q4_59","Q4_60"
"92","R_9Nc28BrbvxgUMGR",19,"man",2,4,2,5,5,1,4,2,5,4,4,5,5,2,2,5,1,4,2,2,2,1,2,5,1,3,2,2,5,4,5,4,2,2,2,2,1,4,2,3,2,4,5,4,2,2,1,4,4,4,4,5,4,2,5,3,2,2,2,2
"93","R_shBjLeqY9ZGa8H7",18,"man",4,4,5,2,5,2,5,5,3,4,2,2,4,4,3,5,1,4,4,1,4,1,4,3,3,1,4,2,2,2,4,4,2,5,2,4,2,2,4,3,2,2,5,2,4,3,2,4,1,5,4,5,5,4,5,2,4,2,4,2
"94","R_OcK2oyMj30IYFnH",17,"man",2,4,1,2,2,3,5,3,2,4,2,3,4,4,2,3,1,4,4,4,3,1,5,2,1,4,4,1,2,2,4,4,4,5,4,2,1,4,4,5,2,2,4,4,1,4,1,2,1,3,4,5,5,4,2,2,4,1,3,2
"95","R_9z7YWgeU2HxIp1f",18,"man",3,5,2,2,4,3,5,2,5,4,1,2,4,3,3,4,1,5,2,4,1,2,5,4,2,2,4,2,3,2,5,5,5,4,4,3,2,4,4,4,4,3,4,3,2,2,1,2,1,2,4,5,4,3,3,4,4,3,3,3
"96","R_2cqNgYMkleLgfEO",18,"man",5,5,2,2,1,4,5,2,4,4,1,2,5,3,3,4,1,4,5,3,2,3,3,4,1,4,5,3,2,2,5,5,2,5,2,4,1,4,4,4,4,5,5,2,1,4,2,1,1,1,2,5,5,4,1,5,5,1,3,4
"97","R_1GHsHzdJBEG2ySh",18,"man",4,5,2,2,4,4,3,5,1,4,4,4,5,5,2,5,1,3,5,4,5,5,3,1,1,4,2,2,1,4,4,3,3,5,2,3,4,4,5,5,2,4,5,2,2,2,2,2,1,4,2,4,1,5,2,2,2,4,4,3
"98","R_tDleNGawMaHxofn",18,"man",4,4,5,1,4,3,4,4,1,5,3,4,2,4,4,2,1,3,5,5,1,2,4,2,1,4,5,5,1,4,4,3,1,5,4,5,4,2,5,4,4,3,4,2,4,4,2,4,1,1,3,4,2,4,3,5,5,4,5,3
"99","R_UFrsx5QvHkgBeUx",18,"man",4,5,3,5,2,2,5,4,5,5,2,3,5,1,2,4,1,5,4,5,2,1,5,4,3,4,3,2,3,2,4,4,4,4,5,2,4,5,4,5,2,4,5,4,1,3,2,2,2,1,2,5,1,3,3,4,1,2,2,4
"100","R_2VIM59LVCbGtEWi",21,"man",4,4,4,3,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,3,3,4,3,2,4,5,4,3,4,3,3,4,4,5,3,4,4,3,3,4,3,4,4,4,2,4,2,4,3,5,4,4,4,5,5,4,4,4,4,3
"101","R_XzBpY84JaMZ1iqB",23,"man",4,5,4,2,3,4,5,4,5,4,2,5,4,4,4,2,4,4,4,1,4,4,5,1,5,4,4,4,3,5,4,4,2,5,3,1,3,4,5,5,2,4,5,3,2,5,4,4,2,5,3,5,2,4,2,4,3,4,4,4
"102","R_1FJkalGjKgHchQZ",22,"man",5,4,2,2,2,2,5,2,2,5,5,2,4,5,4,2,1,3,4,5,4,1,4,2,1,4,5,5,1,2,5,5,5,5,5,2,4,4,4,5,2,4,4,1,5,5,2,1,1,1,3,5,3,4,1,4,3,5,5,3
"103","R_VI1Jnzd0WnEQpYl",18,"man",1,2,1,4,3,2,4,2,4,4,5,4,5,3,3,5,4,5,5,4,2,3,2,4,2,4,3,3,5,1,4,4,5,5,4,4,2,4,5,4,1,4,4,4,4,2,2,1,1,4,3,4,2,5,2,2,1,2,2,2
"104","R_1N9wIOOMCHu7h62",18,"woman",2,5,1,3,1,4,3,4,4,5,2,5,5,3,2,5,1,4,5,5,3,4,5,1,1,4,2,4,4,2,5,5,3,5,5,4,4,5,5,3,4,1,5,5,4,2,2,1,1,2,3,4,2,5,1,4,4,1,2,3
"105","R_3h0Cdlk8ee7Qysl",18,"woman",2,4,2,4,2,3,4,2,3,4,2,2,4,2,4,2,1,4,2,4,3,1,4,3,1,2,4,1,4,4,2,4,4,3,4,1,2,4,2,5,4,4,4,4,2,4,2,2,2,1,2,4,4,2,2,4,3,2,2,4
"106","R_1N3Tny1ShjAEh5E",18,"woman",4,4,4,2,5,5,4,4,4,5,2,4,3,4,4,1,1,4,4,2,4,4,4,4,2,1,5,3,5,3,4,3,2,2,3,3,4,4,2,5,5,3,5,4,3,4,4,4,3,4,1,5,3,3,3,2,5,4,4,4
"107","R_W3xSjYelp6oA2pb",18,"man",4,3,2,4,3,4,4,5,2,4,4,4,4,4,2,2,2,4,4,2,4,4,4,2,4,4,2,4,2,4,3,4,2,4,3,2,4,3,5,4,4,5,4,2,2,4,4,4,2,5,2,4,4,5,3,4,3,4,5,2
"108","R_1jkbnqYQL7ef9d8",21,"man",4,4,4,1,2,4,4,2,2,5,2,4,4,5,2,4,1,3,5,5,4,2,5,2,1,1,3,4,1,2,4,3,4,5,5,1,4,2,4,5,4,4,5,2,1,5,4,4,1,1,2,5,4,4,1,1,2,4,4,4
"109","R_1dBofUR5TgRNYpx",18,"woman",5,1,4,5,2,4,5,4,4,5,1,4,4,2,4,3,5,4,3,5,5,2,4,5,1,1,2,3,5,1,2,5,2,2,3,1,2,5,1,4,5,5,5,5,2,4,5,4,4,2,1,4,4,1,3,5,1,4,1,4
"110","R_3oMUG4Lma0KKzs4",19,"man",5,5,1,1,5,3,5,3,3,4,1,3,5,5,1,1,2,4,4,4,3,2,4,4,1,5,4,1,2,4,2,4,3,4,4,2,3,2,2,4,4,3,4,2,1,5,2,2,2,4,4,5,2,2,4,4,4,1,5,2
"111","R_2fEdJGEAqafGGg9",18,"man",5,4,5,3,5,3,5,4,2,5,1,3,5,5,3,3,1,2,4,4,3,3,5,5,4,2,3,5,4,2,4,3,2,4,4,3,3,2,3,5,4,3,4,4,2,4,4,3,2,2,4,5,2,2,3,4,4,3,4,4
"112","R_1Ov4QcD9v3hGidO",18,"woman",4,2,3,4,2,4,3,4,4,4,1,2,3,4,4,3,1,3,3,3,3,2,4,5,2,1,3,4,3,1,4,3,4,2,5,2,4,4,2,2,4,3,3,4,1,4,3,2,4,5,2,3,2,1,2,4,4,4,2,4
"113","R_12bZLZoMN0JLlGf",18,"man",5,4,2,2,2,4,5,3,3,5,2,2,4,3,4,2,1,3,2,5,4,2,4,2,1,3,4,2,2,2,2,4,3,4,4,3,2,3,4,4,4,2,4,2,2,4,2,2,2,1,3,5,3,3,4,4,4,4,4,4
"114","R_2WIMN6Zgzu6VcL5",25,"man",4,4,2,2,3,4,5,2,4,5,1,4,5,4,4,4,4,4,4,4,2,1,2,4,1,4,3,4,2,2,4,4,4,4,4,3,1,5,4,4,4,5,5,3,2,3,2,2,1,4,2,5,2,4,2,4,5,4,4,4
"115","R_RaASyC1PpIH8A9j",18,"man",2,5,2,1,2,2,5,5,1,5,2,2,1,5,2,5,1,5,5,4,2,1,5,2,1,3,5,2,1,2,5,4,2,5,4,2,2,1,5,5,4,5,1,1,1,2,1,2,1,3,3,5,2,5,5,3,4,1,5,4
"116","R_3gYrXnPzom3l6K6",18,"man",2,4,1,2,2,2,5,2,4,5,2,2,5,2,4,4,2,2,5,4,1,1,2,2,2,3,2,2,4,4,4,5,4,5,4,4,1,4,1,5,4,4,5,4,4,4,1,1,1,1,3,5,4,4,2,4,3,2,2,2
"117","R_9NtAQ58IiKzSrsd",18,"woman",4,5,1,5,4,1,5,3,5,4,2,4,5,1,5,4,1,4,1,4,2,1,3,4,1,2,5,1,5,2,4,5,4,5,4,3,2,5,2,5,4,3,5,5,2,5,1,2,2,3,3,5,4,3,2,3,2,1,4,4
"118","R_Z1wAEXivqGcwJON",19,"man",4,5,3,2,4,4,5,1,2,5,1,2,5,4,4,2,1,4,3,2,3,2,4,1,2,4,4,4,2,4,4,1,4,5,5,4,3,3,4,4,5,2,5,2,1,4,1,1,1,4,3,5,5,4,3,4,3,4,5,3
"119","R_3CKmwmJwELaS6zp",17,"man",4,4,2,2,3,1,5,4,2,5,3,2,4,5,5,3,3,4,5,3,2,4,3,1,1,4,5,4,1,3,3,2,4,5,4,3,1,4,5,5,5,5,4,2,2,4,4,2,1,2,3,5,3,4,3,3,4,3,5,2
"120","R_Y9ovkauUIwbDcwp",18,"man",5,4,4,2,1,5,4,4,4,5,1,4,4,4,4,1,2,4,4,4,3,3,2,4,2,3,4,4,2,1,2,3,4,4,4,2,3,4,3,4,4,3,4,3,1,4,3,1,2,1,1,4,5,4,2,4,2,4,4,5
"121","R_3ksJyKzyUlWY8Ed",18,"man",5,4,4,2,4,4,5,1,2,5,1,4,5,4,4,2,2,2,4,1,1,3,1,5,3,1,5,4,1,4,3,5,2,5,2,4,1,5,5,1,5,1,5,1,4,4,4,1,1,4,4,5,5,4,4,5,5,1,5,1
"122","R_3G9UWx7gbnoXZg5",18,"man",5,3,1,5,2,5,5,2,4,3,2,4,4,4,4,1,1,4,3,1,5,4,2,2,4,1,3,5,3,3,1,4,5,1,4,2,4,4,1,2,5,5,5,5,1,5,4,1,4,5,1,5,4,3,3,4,2,5,2,3
"123","R_2P10dFIJee0tnBX",18,"man",2,3,2,1,3,2,5,2,2,4,2,2,3,4,3,5,2,4,4,2,1,2,3,1,2,3,3,2,1,3,5,3,4,5,2,4,3,4,4,4,2,4,3,2,2,1,1,1,1,4,4,4,4,4,3,3,3,1,3,2
"124","R_3GBScyFxBMJYi7h",18,"woman",1,4,2,1,3,2,5,3,2,3,2,3,4,4,4,4,2,5,4,4,2,1,4,3,1,1,3,3,2,3,5,3,4,5,3,3,4,4,3,4,2,4,4,5,3,1,5,2,1,5,5,5,4,4,2,3,2,4,2,3
"125","R_1mCXs5LnWOppDaj",18,"man",1,4,1,1,4,2,5,2,3,4,1,2,5,5,4,4,1,4,4,1,2,1,2,3,2,2,4,2,1,4,5,4,5,5,3,3,4,5,1,4,4,2,4,4,2,4,2,1,5,5,3,3,5,1,3,3,2,3,5,4
"126","R_2rVHTeLipd67GFr",18,"man",5,5,5,5,2,1,5,4,5,5,2,1,4,4,4,2,1,2,4,5,4,1,5,4,1,3,5,2,2,2,4,2,3,5,5,1,4,2,4,4,5,4,5,4,2,5,2,4,2,1,2,5,2,3,2,5,4,4,5,3
"127","R_yEcIrypl4TkUUz7",18,"man",4,5,3,2,3,4,5,5,4,4,2,4,5,4,3,4,1,4,4,3,4,3,4,2,2,4,4,4,2,2,4,5,2,5,3,4,4,2,4,2,4,5,5,3,2,5,1,3,1,4,2,4,4,3,2,5,2,3,4,3
"128","R_1JRwu3TPDzxnnFF",25,"woman",2,4,4,2,5,5,5,1,4,5,4,3,3,3,5,5,4,5,5,2,5,1,4,5,1,1,4,4,4,2,5,4,4,3,4,2,2,5,4,5,1,4,4,5,2,1,2,2,2,3,1,4,4,5,1,2,2,4,1,4
"129","R_3qD9DnwxalO7e7e",17,"man",2,4,2,2,2,2,5,4,4,4,2,3,4,3,2,5,1,5,4,4,2,3,4,2,4,4,4,2,2,2,5,4,4,5,4,5,3,4,4,4,3,1,4,3,2,2,3,1,1,3,4,5,3,3,2,2,4,2,3,2
"130","R_U9dnQG48ikkd5PX",18,"woman",5,4,3,5,1,4,5,2,5,4,2,3,5,2,4,2,3,5,3,1,4,2,2,4,1,1,2,3,1,2,4,4,2,2,2,3,2,5,1,5,4,3,5,5,1,4,1,1,3,3,1,5,4,1,1,4,3,2,1,5
"131","R_2xUUER6PSRPorrL",18,"non-binary",3,5,2,1,4,2,5,2,1,5,3,4,5,5,4,5,1,5,5,5,2,2,4,1,1,1,4,4,1,2,5,4,4,5,4,2,4,4,4,5,1,4,5,2,2,4,4,2,1,1,2,5,4,5,2,2,2,4,4,2
"132","R_rdvU00SwlwPz78t",33,"man",3,4,2,4,2,2,5,4,4,4,2,3,5,4,4,5,5,4,2,4,1,1,4,1,2,4,4,1,1,2,5,4,4,2,4,4,1,4,2,3,2,1,5,4,1,3,1,1,2,1,3,5,2,3,4,3,3,1,2,3
"133","R_1jBSVvT1xAARspj",18,"man",4,4,3,5,4,2,5,4,3,4,2,3,4,2,2,4,2,2,2,4,2,2,4,2,4,2,4,3,4,2,5,4,3,2,3,2,3,3,3,2,2,3,5,4,4,3,2,2,3,3,4,5,2,4,4,3,3,2,1,3
"134","R_24dTNtyiYMouJvv",18,"non-binary",4,4,4,1,1,4,4,4,1,3,2,3,3,4,3,3,2,4,4,4,3,3,4,2,3,4,4,4,2,2,4,3,3,4,4,3,3,4,4,3,2,3,3,1,3,4,4,3,2,3,4,4,4,4,3,2,3,3,5,2
"135","R_1E5ucb1yvnwrIVc",18,"man",5,5,2,2,3,3,5,2,4,4,1,2,4,4,5,2,5,4,4,3,2,1,3,2,2,2,5,1,2,1,2,5,3,5,3,3,1,4,3,5,5,3,4,3,2,5,1,2,1,5,4,5,5,3,1,4,4,2,4,5
"136","R_2t4j0DveAfEdWp1",18,"man",2,3,4,3,2,4,3,4,2,4,2,4,2,3,4,4,3,2,2,3,4,3,4,3,1,2,2,4,2,4,4,2,1,4,4,2,2,4,3,4,2,2,2,2,2,3,3,3,2,4,3,3,4,3,2,3,3,4,4,3
"137","R_2SJr4RLhHTNhxJD",19,"man",4,4,2,2,4,1,5,2,2,4,2,2,5,2,3,4,1,4,5,4,1,1,2,2,2,2,3,1,2,3,5,1,4,5,4,3,4,4,4,4,2,4,5,4,2,2,1,2,1,2,4,5,5,4,3,3,5,2,4,2
"138","R_3I4NDUoW40hRcDJ",18,"man",4,4,1,2,4,3,5,1,4,4,2,4,4,2,4,4,1,4,3,3,2,2,2,2,2,1,4,2,2,3,4,4,4,4,4,2,1,4,4,4,2,2,4,4,2,4,1,1,1,2,2,5,4,4,2,4,4,2,3,3
"139","R_eb8WdiyCxJCLXNL",18,"man",4,5,2,1,2,1,4,4,2,4,4,4,4,4,2,4,5,4,4,2,2,1,5,2,3,3,4,2,2,2,4,3,4,5,2,2,4,2,4,4,1,4,4,2,2,4,1,2,1,5,5,5,2,4,4,3,4,2,4,2
"140","R_1InJYOC11JXGq3O",18,"man",2,4,2,2,4,1,5,4,2,4,3,2,5,3,3,4,1,4,2,2,2,2,4,2,4,4,4,1,2,5,5,5,4,5,3,3,2,4,4,4,2,5,5,4,4,4,1,2,1,4,5,4,4,4,3,2,2,1,4,2
"141","R_12hbXNHYNPB4jek",18,"woman",3,4,2,4,3,3,4,2,4,4,1,2,4,2,4,4,1,4,1,4,3,1,2,4,2,4,4,1,4,3,4,4,4,2,4,2,2,4,2,4,3,2,4,4,2,2,2,2,4,2,4,4,5,2,2,4,4,1,2,4
"142","R_40HfWB6nqBXrIYh",18,"woman",4,4,2,3,1,3,4,2,4,5,2,4,3,4,3,3,2,4,4,5,3,1,3,5,2,2,4,2,2,1,4,4,4,5,5,3,3,4,4,5,2,4,3,2,1,3,4,2,2,2,2,5,4,2,2,4,2,4,4,3
"143","R_2ziN0wIQegLCvW4",27,"woman",1,4,4,3,1,2,5,3,3,5,4,2,3,2,4,5,1,2,4,5,3,1,5,3,1,3,5,2,2,1,4,5,4,3,4,3,1,2,3,5,2,2,4,4,1,2,1,1,2,2,3,5,2,4,1,2,3,4,2,4
"144","R_NWpPZyypj2VRnC9",21,"woman",5,5,4,3,3,4,4,3,5,5,1,3,3,2,4,2,5,5,4,4,4,4,5,4,1,2,5,4,3,2,4,5,4,4,4,2,4,4,3,5,5,3,4,4,1,5,1,1,2,2,3,4,3,2,1,5,5,4,4,4
"145","R_3DnKVnMy2VpITT6",18,"man",5,5,2,2,2,4,5,2,4,4,1,2,5,2,4,4,1,4,4,3,4,1,2,3,1,3,5,1,2,2,4,5,4,5,2,4,1,4,4,5,4,4,5,4,1,5,1,1,1,1,2,5,5,4,1,5,5,1,4,4
"146","R_3KoN9IhsNtyzpPZ",18,"man",2,3,4,1,3,1,4,5,2,5,2,4,2,5,3,4,2,5,5,4,2,4,5,2,3,5,2,4,1,3,5,4,3,5,4,4,4,4,5,4,3,4,3,1,1,3,3,3,1,4,4,4,2,4,3,2,2,5,5,2
"147","R_1GE1dGnl4207tYP",18,"woman",3,5,4,1,1,4,5,4,4,5,1,4,3,5,5,3,1,4,4,5,3,2,5,2,1,2,5,4,1,1,4,2,2,5,4,2,2,3,5,5,3,2,4,2,1,4,2,5,1,1,3,5,4,4,1,4,4,2,5,5
"148","R_1Q3nze4TSbY6Tv4",19,"non-binary",2,5,2,4,1,2,4,2,4,5,1,2,4,4,4,4,1,5,4,4,2,3,5,2,1,4,4,2,4,1,5,4,5,4,4,4,4,4,4,5,2,2,2,4,1,2,2,1,1,2,4,4,4,4,1,5,4,4,4,4
"149","R_3HwtynmwAazHJXt",17,"man",5,5,1,5,1,2,5,4,5,5,2,4,5,2,4,2,2,5,4,5,4,2,4,3,4,3,4,3,4,2,4,4,4,2,5,4,2,4,2,4,4,4,4,4,2,4,2,1,3,3,2,5,2,1,2,4,5,4,2,4
"150","R_2VD6MzLc1mRdpgo",19,"man",4,4,5,1,2,4,5,1,1,5,2,4,2,5,4,4,1,3,5,5,2,3,2,1,2,3,5,4,2,1,5,5,4,5,4,2,4,2,5,5,5,4,4,1,2,5,2,1,1,2,2,5,2,4,2,5,2,4,5,4
"151","R_OvRdr5KPnDWrgpb",18,"man",4,4,5,3,1,4,5,3,4,4,2,2,4,2,4,3,1,5,4,5,4,2,2,3,1,2,2,1,3,1,3,4,5,4,5,2,2,4,3,4,2,4,4,4,1,4,2,1,2,3,1,4,4,3,1,4,2,2,3,3
"152","R_3JsCoy8jWKRu4dU",18,"man",3,5,3,2,2,1,5,5,3,4,3,4,3,3,2,2,1,3,2,2,1,1,4,2,4,4,5,3,2,4,3,4,3,5,3,3,2,2,4,3,3,4,5,2,3,3,2,2,1,3,5,5,1,4,4,3,5,2,4,2
"153","R_eaMZTZPNw68fDJT",18,"man",1,5,2,2,5,3,5,4,2,5,3,4,5,4,2,5,1,5,5,2,4,1,5,3,2,2,2,2,1,5,5,1,4,5,4,5,3,4,5,5,3,4,4,3,3,2,2,2,1,4,4,5,2,5,4,4,4,1,3,2
"154","R_3hoIIgAdBjitBnu",20,"man",2,2,3,4,1,3,4,3,3,5,4,2,5,2,5,4,3,3,2,4,3,2,3,3,1,1,3,3,5,2,4,3,3,3,4,3,1,5,3,5,2,4,5,5,1,2,4,2,4,4,2,4,4,4,4,3,3,3,1,5
"155","R_ZxVTlu8IRGJvJAZ",20,"man",2,5,2,1,2,2,5,2,2,5,1,2,4,4,4,5,1,4,5,5,1,1,2,2,2,2,4,2,3,1,5,5,2,5,5,5,1,4,3,5,3,4,5,2,1,5,2,3,1,1,4,5,4,4,1,4,4,2,4,3
"156","R_6WL9tgz4Wxa5NIZ",18,"man",4,4,2,4,3,4,5,4,3,3,2,3,4,4,3,3,2,5,4,1,4,1,5,4,5,3,4,3,5,3,4,4,5,4,2,3,2,4,2,3,4,5,4,4,2,5,2,2,2,4,2,5,3,2,3,4,2,2,2,2
"157","R_3NvRgsetZB8gKO9",18,"woman",4,3,3,4,3,4,4,2,4,4,1,4,4,1,4,3,3,4,3,2,4,2,2,4,3,1,5,4,5,3,2,4,4,3,3,2,3,4,1,4,4,4,4,4,1,5,3,3,4,5,2,4,4,1,3,4,3,4,1,3
"158","R_3FbJwwAw0PM2bnP",35,"man",5,5,4,2,4,4,5,4,5,5,1,2,4,4,2,2,1,2,5,4,4,2,2,2,2,4,4,4,2,5,2,5,2,5,2,4,2,4,2,5,4,2,4,4,4,5,1,4,1,2,2,5,5,4,2,5,4,5,2,2
"159","R_uy4xxEk1JBMW9kR",18,"man",3,4,3,3,4,3,4,2,4,4,1,4,4,4,3,5,5,4,4,4,4,2,4,4,2,1,4,3,3,3,5,3,4,4,4,3,2,4,3,4,3,4,4,4,2,4,2,1,2,3,3,5,4,4,3,4,2,2,3,2
"160","R_SIf3IRSDPjDbv8t",20,"man",4,5,2,3,1,3,5,1,4,5,2,3,4,4,4,4,1,4,5,5,4,1,3,4,2,1,4,2,3,1,4,3,4,4,4,2,2,4,2,5,3,4,4,4,1,4,3,1,1,1,3,4,4,3,1,4,5,2,4,4
"161","R_3MfHpjUaLZESS5o",18,"man",5,5,2,2,1,1,4,1,2,5,2,3,4,2,2,1,1,5,4,5,2,1,1,2,5,1,2,5,1,2,2,3,2,4,4,2,1,4,3,2,4,4,5,2,2,5,2,2,2,1,4,4,4,2,2,4,3,4,4,2
"162","R_29oFEQfvTSrMKtI",18,"woman",5,4,1,5,2,5,4,1,5,5,2,4,4,2,5,2,1,4,4,5,5,1,3,5,2,1,5,4,5,2,4,4,5,3,5,2,2,5,2,5,5,2,5,4,2,4,3,2,5,1,1,5,5,1,2,5,5,4,2,5
"163","R_2RUNp8nfQFcSfYA",18,"woman",5,4,2,2,2,4,5,3,2,4,4,4,4,3,4,2,2,4,2,5,4,2,4,4,1,1,5,2,3,4,3,3,2,5,4,2,4,4,3,5,2,4,5,4,3,4,4,2,4,5,2,5,5,4,2,1,2,2,3,4
"164","R_3C0e4RD4a8YWp6V",20,"man",3,5,1,2,1,5,5,3,4,5,4,4,5,3,4,5,1,5,4,5,1,1,2,4,4,1,5,4,3,1,4,5,5,5,4,2,1,5,4,5,3,4,5,3,1,3,1,1,1,1,3,5,4,4,3,4,3,2,3,4
"165","R_RK6jmGuIajfdJ8R",18,"man",4,4,1,4,2,3,5,3,5,4,1,2,5,1,3,3,5,5,3,5,4,1,2,4,3,2,4,2,5,3,2,5,4,1,5,2,1,5,4,4,4,2,5,5,4,3,1,1,3,1,5,5,5,4,3,4,4,1,2,3
"166","R_e3CLMW6o2vqnp6x",18,"man",2,5,5,1,5,4,5,4,2,5,2,4,2,3,5,5,5,1,3,5,4,1,5,1,1,2,5,4,3,1,5,4,1,5,5,2,3,3,5,5,1,1,4,2,3,3,1,2,1,1,2,5,3,4,1,3,3,4,5,5
"167","R_3gO5gK6T4eTRB6z",18,"man",2,3,2,2,4,1,4,3,2,5,5,4,5,4,3,5,1,5,5,5,1,2,4,2,1,4,3,3,2,4,5,3,4,4,5,2,4,3,5,5,2,4,4,5,5,2,3,1,2,1,5,4,2,5,2,2,2,3,2,2
"168","R_2YxozFJbODLZgeg",40,"man",3,5,2,4,1,4,5,3,5,5,1,2,5,3,5,5,1,4,3,5,2,3,4,4,1,4,5,2,4,1,5,5,5,4,5,3,1,4,4,5,2,4,5,4,1,2,1,4,2,1,1,5,5,4,2,4,4,2,2,4
"169","R_20tjt0NbrmStyFj",18,"man",2,5,2,2,3,1,5,3,2,4,2,5,4,3,4,5,5,3,3,5,2,1,4,2,2,3,5,1,1,2,5,5,3,5,4,3,1,4,5,5,2,4,5,3,4,3,1,2,1,1,4,5,4,5,2,2,5,1,5,3
"170","R_1HkH8Q5UKFIRTrn",18,"man",5,5,1,1,4,3,5,2,4,5,2,2,4,4,4,1,1,4,4,2,4,2,4,3,2,1,5,4,1,2,4,4,5,4,4,2,2,4,3,4,5,2,4,2,1,5,1,1,1,5,2,5,4,2,3,4,4,4,4,4
"171","R_7VP9dIUkHQVxaLL",26,"man",4,4,5,4,2,5,5,5,4,5,1,4,5,4,4,2,2,4,4,3,5,2,4,4,2,2,1,2,2,2,2,4,5,5,4,2,1,5,2,5,4,4,5,2,2,5,4,1,2,2,2,5,5,2,3,5,2,2,2,4
"172","R_bxctGdZufFB5BFT",18,"woman",4,5,3,3,2,5,4,5,2,5,4,5,4,5,2,4,2,5,4,5,3,3,4,3,1,4,5,4,3,1,5,5,4,5,5,4,4,5,5,5,4,5,4,4,1,4,1,1,1,1,4,5,2,4,1,2,5,4,1,5
"173","R_veNBxebHSbZ2FXP",18,"man",4,4,2,3,4,3,4,3,4,4,1,3,5,3,2,2,4,5,4,4,4,1,2,4,3,3,4,2,3,1,2,4,5,2,3,2,2,4,4,4,4,2,5,3,3,5,3,1,3,4,2,4,4,3,4,5,4,2,4,4
"174","R_1jffBa4gSDK3cpC",21,"woman",4,5,3,4,4,2,5,4,5,4,1,1,4,1,3,1,1,4,4,4,3,1,5,5,2,4,5,4,4,2,4,4,2,2,4,3,2,3,3,4,3,1,3,4,1,4,1,4,2,3,4,5,3,1,3,4,4,4,3,3
"175","R_3fNuF5sFjVKbpbC",23,"man",4,5,4,2,1,3,5,4,2,5,2,3,5,4,4,4,1,2,4,5,3,1,5,2,1,4,4,4,4,1,4,1,4,4,5,1,2,3,4,5,4,4,5,4,1,4,1,2,2,4,4,5,4,5,1,4,4,5,3,4
"176","R_12b7k8AVbduMaZV",18,"man",5,5,2,2,2,3,5,5,3,4,1,2,4,1,4,2,1,4,4,4,2,2,4,4,2,4,4,4,4,2,3,4,4,5,4,3,3,3,1,5,5,3,4,5,2,5,1,2,2,3,4,4,3,1,2,4,4,3,3,4
"177","R_2agbuJvdpI4x3M3",19,"man",2,4,4,2,4,1,4,4,4,2,2,2,4,4,2,5,1,4,4,4,1,2,4,2,1,4,4,4,2,4,5,4,4,4,4,3,4,3,4,4,2,4,4,4,1,1,2,2,1,1,4,4,4,4,1,3,3,4,4,2
"178","R_1zRAZsJJo9iQ6iJ",18,"woman",4,5,2,2,5,4,5,4,4,4,1,4,4,4,3,2,1,4,4,4,4,2,5,4,2,2,5,2,4,5,4,5,4,3,2,2,1,4,1,2,2,4,4,2,4,4,2,1,2,5,4,5,2,1,3,5,4,4,1,2
"179","R_pM2VWzEOtwaXXeF",19,"man",2,5,5,3,2,3,5,4,3,4,1,3,3,4,3,4,1,4,4,5,2,2,5,3,2,4,4,2,2,2,4,4,2,4,5,2,2,4,4,4,3,4,4,2,1,3,1,3,2,1,4,5,3,4,2,3,4,2,4,4
"180","R_1mn1mEqc4MuUAg2",18,"man",4,5,4,1,1,2,5,4,4,4,2,4,2,5,4,2,1,2,4,5,4,1,5,4,1,4,5,5,2,1,4,4,2,5,5,4,1,2,4,5,4,4,2,2,1,5,1,4,1,2,4,5,2,4,1,4,4,4,4,5
"181","R_24H52MGl07ac7lK",18,"man",2,2,3,2,2,3,3,5,2,5,2,3,3,4,4,3,3,3,4,5,3,4,5,3,1,5,3,3,4,2,4,3,2,5,3,3,3,3,2,5,3,3,3,4,2,4,3,3,2,2,3,3,4,2,1,3,4,2,2,4
"182","R_WCE7NHf7XzUFmp3",18,"woman",4,5,2,5,2,4,5,4,4,5,4,2,5,1,4,3,1,5,2,4,4,2,5,4,2,4,5,2,5,2,4,5,3,2,5,2,2,4,2,5,2,1,5,5,1,4,2,4,5,1,2,5,4,1,1,3,4,3,1,4
"183","R_2ByMWtVwF2Ku2cC",22,"man",2,4,2,4,1,2,5,2,2,4,1,4,5,4,3,4,1,4,4,5,2,1,2,4,1,5,2,3,2,1,4,1,4,3,5,3,1,4,4,5,3,5,4,2,1,2,4,1,2,1,4,5,4,3,1,5,2,4,4,4
"184","R_1IXjfMgn0KIpmr0",18,"man",4,5,2,2,5,4,5,1,2,4,1,3,5,4,3,2,2,4,4,2,4,1,5,5,2,1,5,2,2,2,3,5,3,4,3,1,1,2,3,4,4,3,5,4,1,5,1,1,2,3,2,5,5,4,2,4,4,4,2,4
